date,dew,temp,press,wnd_dir,wnd_spd,pollution,error
2010-01-02 00:00:00,-1.2140228952076795,-1.268524114118759,0.32968670694535346,-0.3809438301419303,-0.46404777317484286,0.31768098663691474,
2010-01-02 01:00:00,-1.1443021719499185,-1.268524114118759,0.32968670694535346,-0.3809438301419303,-0.44657536150372973,0.5261522647670777,
2010-01-02 02:00:00,-0.8654192789188738,-1.3493141079262596,0.4261269809089304,-0.3809438301419303,-0.42910294983261654,0.6468461626319087,
2010-01-02 03:00:00,-0.5865363858878293,-1.3493141079262596,0.5225672548725074,-0.3809438301419303,-0.3939618072581305,0.8882339583615712,
2010-01-02 04:00:00,-0.5865363858878293,-1.3493141079262596,0.5225672548725074,-0.3809438301419303,-0.3764893955870174,0.41643053943541297,
2010-01-02 05:00:00,-0.5865363858878293,-1.4301041017337601,0.5225672548725074,-0.3809438301419303,-0.3590169839159042,0.09823753597358534,
2010-01-02 06:00:00,-0.5865363858878293,-1.4301041017337601,0.6190075288360845,-0.3809438301419303,-0.3238758413414182,0.054348845840919466,
2010-01-02 07:00:00,-0.5865363858878293,-1.3493141079262596,0.7154478027996614,-0.3809438301419303,-0.28873469876693214,0.2628201239710824,
2010-01-02 08:00:00,-0.6562571091455904,-1.4301041017337601,0.7154478027996614,-0.3809438301419303,-0.25359355619244617,0.2189314338384165,
2010-01-02 09:00:00,-0.5865363858878293,-1.3493141079262596,0.8118880767632384,-0.3809438301419303,-0.2184524136179601,0.3505975042364141,
2010-01-02 10:00:00,-0.5865363858878293,-1.3493141079262596,0.9083283507268154,-0.3809438301419303,-0.15700449392067453,0.4383748845017459,
2010-01-02 11:00:00,-0.6562571091455904,-1.3493141079262596,0.9083283507268154,-0.3809438301419303,-0.09555657422338895,0.5700409548997435,
2010-01-02 12:00:00,-0.6562571091455904,-1.3493141079262596,0.9083283507268154,-0.3809438301419303,-0.034108654526103295,0.5261522647670777,-0.07938927412033081
2010-01-02 13:00:00,-0.6562571091455904,-1.3493141079262596,0.8118880767632384,-0.3809438301419303,0.044811676842295464,0.7017070252977412,0.13551169633865356
2010-01-02 14:00:00,-0.7259778324033516,-1.3493141079262596,0.8118880767632384,-0.3809438301419303,0.12373200821069422,0.6358739900987423,-0.1332939863204956
2010-01-02 15:00:00,-0.7259778324033516,-1.3493141079262596,0.8118880767632384,-0.3809438301419303,0.20265233957909298,0.5919852999660764,-0.0693894624710083
2010-01-02 16:00:00,-0.7259778324033516,-1.3493141079262596,0.9083283507268154,-0.3809438301419303,0.23779348215357898,0.6468461626319087,0.04502439498901367
2010-01-02 17:00:00,-0.6562571091455904,-1.3493141079262596,1.0047686246903924,-0.3809438301419303,0.27293462472806496,0.7017070252977412,0.02800804376602173
