,Originales,Predichos
2014-07-04 08:00:00,1.1076774090249004,1.1450667
2014-07-04 09:00:00,0.932122648494237,0.8674052
2014-07-04 10:00:00,0.58101312743291,0.72939515
2014-07-04 11:00:00,0.49323574716757823,0.43029946
2014-07-04 12:00:00,0.5700409548997435,0.44418985
2014-07-04 13:00:00,0.40545836690224646,0.5776817
2014-07-04 14:00:00,0.40545836690224646,0.4611948
2014-07-04 15:00:00,0.42740271196857943,0.44925678
2014-07-04 16:00:00,0.8553174407620717,0.44313425
2014-07-04 17:00:00,1.096705236491734,0.9515256
2014-07-04 18:00:00,1.2393434794228981,1.176209
2014-07-04 19:00:00,0.5261522647670777,1.2787397
2014-07-04 20:00:00,1.0308722012927352,0.4359535
2014-07-04 21:00:00,0.7894844055630729,1.1704962
2014-07-04 22:00:00,0.5590687823665771,0.7520107
2014-07-04 23:00:00,0.6139296450324094,0.53145283
2014-07-05 00:00:00,0.745595715430407,0.61106545
2014-07-05 01:00:00,0.7894844055630729,0.72998667
2014-07-05 02:00:00,0.8114287506294059,0.7585055
2014-07-05 03:00:00,0.7565678879635735,0.81616753
2014-07-05 04:00:00,0.6358739900987423,0.78771544
2014-07-05 05:00:00,0.5700409548997435,0.6568315
2014-07-05 06:00:00,0.5371244373002441,0.5516241
2014-07-05 07:00:00,0.5261522647670777,0.5019222
2014-07-05 08:00:00,0.27379229650424886,0.49201876
2014-07-05 09:00:00,0.13115405357308474,0.20846814
2014-07-05 10:00:00,0.054348845840919466,0.11544196
2014-07-05 11:00:00,0.15309839863941768,0.08579676
2014-07-05 12:00:00,-0.04440070695757876,0.19616222
2014-07-05 13:00:00,-0.21995546748824227,-0.05682408
2014-07-05 14:00:00,-0.31870502028674047,-0.19548969
2014-07-05 15:00:00,-0.36259371041940636,-0.25952676
2014-07-05 16:00:00,-0.2857885026872411,-0.29729113
2014-07-05 17:00:00,-0.329677192819907,-0.19658878
2014-07-05 18:00:00,-0.25287198508774167,-0.25449187
2014-07-05 19:00:00,-0.25287198508774167,-0.16353267
2014-07-05 20:00:00,-0.09926156962341111,-0.14821835
2014-07-05 21:00:00,0.07629319090725241,-0.007225126
2014-07-05 22:00:00,0.6249018175655758,0.15471277
2014-07-05 23:00:00,0.9211504759610706,0.75768095
2014-07-06 00:00:00,0.8992061308947376,1.0177603
2014-07-06 01:00:00,1.1735104442238993,0.9016375
2014-07-06 02:00:00,1.4587869300862275,1.2312121
2014-07-06 03:00:00,1.2283713068897317,1.5003748
2014-07-06 04:00:00,1.1954547892902323,1.1738722
2014-07-06 05:00:00,1.5026756202188933,1.1472816
2014-07-06 06:00:00,1.6672582082163905,1.5238609
2014-07-06 07:00:00,1.4587869300862275,1.668025
2014-07-06 08:00:00,1.5355921378183928,1.3793223
2014-07-06 09:00:00,1.2942043420887306,1.4820621
2014-07-06 10:00:00,1.283232169555564,1.2125485
2014-07-06 11:00:00,1.0528165463590682,1.2042637
2014-07-06 12:00:00,0.8772617858284046,0.9594527
2014-07-06 13:00:00,0.6249018175655758,0.7945922
2014-07-06 14:00:00,0.58101312743291,0.54796964
2014-07-06 15:00:00,0.58101312743291,0.56266254
2014-07-06 16:00:00,0.5480966098334106,0.62010413
2014-07-06 17:00:00,0.6358739900987423,0.58166844
2014-07-06 18:00:00,0.745595715430407,0.7130044
2014-07-06 19:00:00,0.7346235428972405,0.806339
2014-07-06 20:00:00,0.9211504759610706,0.7841155
2014-07-06 21:00:00,1.0308722012927352,1.0123858
2014-07-06 22:00:00,0.8882339583615712,1.0899954
2014-07-06 23:00:00,0.58101312743291,0.8838536
2014-07-07 00:00:00,0.42740271196857943,0.5554147
2014-07-07 01:00:00,0.36156967676958063,0.41872722
2014-07-07 02:00:00,0.3286531591700812,0.36896822
2014-07-07 03:00:00,0.17504274370575063,0.31177974
2014-07-07 04:00:00,0.15309839863941768,0.18320647
2014-07-07 05:00:00,-0.011484189358079351,0.21221295
2014-07-07 06:00:00,-0.0663450520239117,0.023047566
2014-07-07 07:00:00,-0.17606677735557638,-0.015857972
2014-07-07 08:00:00,-0.21995546748824227,-0.112973124
2014-07-07 09:00:00,-0.21995546748824227,-0.1697567
2014-07-07 10:00:00,-0.13217808722291052,-0.16419336
2014-07-07 11:00:00,0.03240450077458652,-0.061129414
2014-07-07 12:00:00,0.3505975042364141,0.084467575
2014-07-07 13:00:00,0.5590687823665771,0.4349929
2014-07-07 14:00:00,0.7126791978309076,0.6228949
2014-07-07 15:00:00,0.8992061308947376,0.75130105
2014-07-07 16:00:00,0.9979556836932358,0.9732035
2014-07-07 17:00:00,1.0199000287595688,1.0496593
2014-07-07 18:00:00,1.0089278562264024,1.0593548
2014-07-07 19:00:00,0.9760113386269029,1.0451739
2014-07-07 20:00:00,0.9650391660937364,1.0197248
2014-07-07 21:00:00,1.3490652047545628,1.003454
2014-07-07 22:00:00,1.5246199652852264,1.4415977
2014-07-07 23:00:00,1.4807312751525605,1.5776126
2014-07-08 00:00:00,1.0528165463590682,1.4536214
2014-07-08 01:00:00,0.8772617858284046,0.9894729
2014-07-08 02:00:00,1.0089278562264024,0.87615114
2014-07-08 03:00:00,0.9540669935605699,1.0680075
2014-07-08 04:00:00,0.7017070252977412,0.9083583
2014-07-08 05:00:00,0.6139296450324094,0.6362048
2014-07-08 06:00:00,0.6907348527645747,0.6505368
2014-07-08 07:00:00,0.4822635746344118,0.67824906
2014-07-08 08:00:00,0.40545836690224646,0.41302896
2014-07-08 09:00:00,0.33962533170324766,0.31089795
2014-07-08 10:00:00,0.16407057117258417,0.22876325
2014-07-08 11:00:00,-0.3516215378862399,0.02409929
2014-07-08 12:00:00,-0.8124527842792316,-0.44462135
2014-07-08 13:00:00,-0.9221745096108963,-0.84045726
2014-07-08 14:00:00,-0.9331466821440627,-0.81786734
2014-07-08 15:00:00,-0.9880075448098952,-0.8564926
2014-07-08 16:00:00,-0.9550910272103957,-0.901223
2014-07-08 17:00:00,-0.9770353722767287,-0.88853943
2014-07-08 18:00:00,-1.009951889876228,-0.90481913
2014-07-08 19:00:00,-0.9880075448098952,-0.86549294
2014-07-08 20:00:00,-0.9221745096108963,-0.82665384
2014-07-08 21:00:00,-0.5600928160164028,-0.763879
2014-07-08 22:00:00,-0.6039815061490686,-0.41490644
2014-07-08 23:00:00,-0.6368980237485681,-0.48463866
2014-07-09 00:00:00,-0.494259780817404,-0.53081477
2014-07-09 01:00:00,-0.516204125883737,-0.41291562
2014-07-09 02:00:00,-0.16509460482240992,-0.48629743
2014-07-09 03:00:00,-0.6917588864144004,-0.16438073
2014-07-09 04:00:00,-0.8892579920113969,-0.69617003
2014-07-09 05:00:00,-0.867313646945064,-0.8085513
2014-07-09 06:00:00,-0.9221745096108963,-0.74641544
2014-07-09 07:00:00,-0.9112023370777298,-0.8322992
2014-07-09 08:00:00,-0.9112023370777298,-0.8417411
2014-07-09 09:00:00,-0.9221745096108963,-0.85535264
2014-07-09 10:00:00,-0.9770353722767287,-0.8826042
2014-07-09 11:00:00,-0.9770353722767287,-0.9362653
2014-07-09 12:00:00,-0.9441188546772292,-0.95620006
2014-07-09 13:00:00,-0.9989797173430616,-0.89187497
2014-07-09 14:00:00,-1.009951889876228,-0.94358855
2014-07-09 15:00:00,-0.9880075448098952,-0.96807647
2014-07-09 16:00:00,-0.9441188546772292,-0.8779517
2014-07-09 17:00:00,-0.9441188546772292,-0.81021804
2014-07-09 18:00:00,-0.8563414744118975,-0.76527256
2014-07-09 19:00:00,-0.7466197490802328,-0.70433086
2014-07-09 20:00:00,-0.7027310589475669,-0.64325273
2014-07-09 21:00:00,-0.7795362666797322,-0.59456396
2014-07-09 22:00:00,-0.7575919216133993,-0.7154513
2014-07-09 23:00:00,-0.7137032314807333,-0.6729789
2014-07-10 00:00:00,-0.7246754040138998,-0.58504045
2014-07-10 01:00:00,-0.7905084392128987,-0.5774985
2014-07-10 02:00:00,-0.5271762984169034,-0.63329566
2014-07-10 03:00:00,-0.329677192819907,-0.38568586
2014-07-10 04:00:00,-0.5271762984169034,-0.23862867
2014-07-10 05:00:00,-0.6698145413480675,-0.50798833
2014-07-10 06:00:00,-0.7575919216133993,-0.58905405
2014-07-10 07:00:00,-0.823424956812398,-0.67278016
2014-07-10 08:00:00,-0.823424956812398,-0.7771925
2014-07-10 09:00:00,-0.7905084392128987,-0.78496486
2014-07-10 10:00:00,-0.7905084392128987,-0.77725154
2014-07-10 11:00:00,-0.823424956812398,-0.7823117
2014-07-10 12:00:00,-0.9331466821440627,-0.7731088
2014-07-10 13:00:00,-0.9112023370777298,-0.8739227
2014-07-10 14:00:00,-0.9002301645445634,-0.85513943
2014-07-10 15:00:00,-0.7137032314807333,-0.7893396
2014-07-10 16:00:00,-0.9112023370777298,-0.64114827
2014-07-10 17:00:00,-0.9112023370777298,-0.8246682
2014-07-10 18:00:00,-0.9002301645445634,-0.78437716
2014-07-10 19:00:00,-0.8343971293455645,-0.74153703
2014-07-10 20:00:00,-0.7905084392128987,-0.6832965
2014-07-10 21:00:00,-0.7575919216133993,-0.6485523
2014-07-10 22:00:00,-0.658842368814901,-0.6122371
2014-07-10 23:00:00,-0.6368980237485681,-0.52722967
2014-07-11 00:00:00,-0.5710649885495693,-0.51556385
2014-07-11 01:00:00,-0.5271762984169034,-0.4452162
2014-07-11 02:00:00,-0.516204125883737,-0.34907097
2014-07-11 03:00:00,-0.4613432632179046,-0.34239787
2014-07-11 04:00:00,-0.4613432632179046,-0.3563295
2014-07-11 05:00:00,-0.3955102280189058,-0.38293198
2014-07-11 06:00:00,-0.42842674561840516,-0.35292533
2014-07-11 07:00:00,-0.6478701962817346,-0.41327664
2014-07-11 08:00:00,-0.7137032314807333,-0.68285805
2014-07-11 09:00:00,-0.9002301645445634,-0.73070115
2014-07-11 10:00:00,-0.9770353722767287,-0.8650751
2014-07-11 11:00:00,-0.9550910272103957,-0.9330444
2014-07-11 12:00:00,-0.9660631997435621,-0.85277295
2014-07-11 13:00:00,-0.9989797173430616,-0.8844151
2014-07-11 14:00:00,-0.9989797173430616,-0.8856426
2014-07-11 15:00:00,-0.9221745096108963,-0.8823751
2014-07-11 16:00:00,-0.9550910272103957,-0.85559005
2014-07-11 17:00:00,-0.9221745096108963,-0.8717384
2014-07-11 18:00:00,-0.9989797173430616,-0.79991513
2014-07-11 19:00:00,-0.9002301645445634,-0.842332
2014-07-11 20:00:00,-0.7905084392128987,-0.73042655
2014-07-11 21:00:00,-0.7466197490802328,-0.5824595
2014-07-11 22:00:00,-0.7356475765470664,-0.5506501
2014-07-11 23:00:00,-0.7137032314807333,-0.5810441
2014-07-12 00:00:00,-0.5930093336159022,-0.55985266
2014-07-12 01:00:00,-0.8892579920113969,-0.55853045
2014-07-12 02:00:00,-0.867313646945064,-0.81413984
2014-07-12 03:00:00,-0.9989797173430616,-0.715367
2014-07-12 04:00:00,-0.9660631997435621,-0.8987887
2014-07-12 05:00:00,-0.9989797173430616,-0.88818276
2014-07-12 06:00:00,-0.9880075448098952,-0.88983727
2014-07-12 07:00:00,-0.9660631997435621,-0.8841942
2014-07-12 08:00:00,-0.9880075448098952,-0.87068075
2014-07-12 09:00:00,-0.9880075448098952,-0.91764647
2014-07-12 10:00:00,-0.9989797173430616,-0.9054163
2014-07-12 11:00:00,-1.0209240624093945,-0.9251838
2014-07-12 12:00:00,-1.0318962349425609,-0.95590883
2014-07-12 13:00:00,-1.0209240624093945,-0.96348125
2014-07-12 14:00:00,-1.009951889876228,-0.9546526
2014-07-12 15:00:00,-0.9989797173430616,-0.9258558
2014-07-12 16:00:00,-0.9880075448098952,-0.8935191
2014-07-12 17:00:00,-0.9770353722767287,-0.8729904
2014-07-12 18:00:00,-0.9660631997435621,-0.8388667
2014-07-12 19:00:00,-0.9112023370777298,-0.8178027
2014-07-12 20:00:00,-0.9221745096108963,-0.76535654
2014-07-12 21:00:00,-0.8892579920113969,-0.80186105
2014-07-12 22:00:00,-0.8563414744118975,-0.7734803
2014-07-12 23:00:00,-0.8782858194782304,-0.74479634
2014-07-13 00:00:00,-0.7027310589475669,-0.73251873
2014-07-13 01:00:00,-0.7137032314807333,-0.5279839
2014-07-13 02:00:00,-0.7685640941465657,-0.6038827
2014-07-13 03:00:00,-0.9550910272103957,-0.69452125
2014-07-13 04:00:00,-0.8892579920113969,-0.85663915
2014-07-13 05:00:00,-0.8782858194782304,-0.7761194
2014-07-13 06:00:00,-0.9002301645445634,-0.8010177
2014-07-13 07:00:00,-0.9112023370777298,-0.78789395
2014-07-13 08:00:00,-0.9112023370777298,-0.8246116
2014-07-13 09:00:00,-0.9880075448098952,-0.8567452
2014-07-13 10:00:00,-0.9550910272103957,-0.9122811
2014-07-13 11:00:00,-0.9550910272103957,-0.88693887
2014-07-13 12:00:00,-0.9880075448098952,-0.89600766
2014-07-13 13:00:00,-0.9880075448098952,-0.9363374
2014-07-13 14:00:00,-0.9660631997435621,-0.89191836
2014-07-13 15:00:00,-0.9770353722767287,-0.80624366
2014-07-13 16:00:00,-0.9989797173430616,-0.8140083
2014-07-13 17:00:00,-0.8782858194782304,-0.79653764
2014-07-13 18:00:00,-0.867313646945064,-0.7333693
2014-07-13 19:00:00,-0.8782858194782304,-0.72631055
2014-07-13 20:00:00,-0.8124527842792316,-0.7440418
2014-07-13 21:00:00,-0.7137032314807333,-0.6570465
2014-07-13 22:00:00,-0.4613432632179046,-0.5385684
2014-07-13 23:00:00,-0.6039815061490686,-0.30856672
2014-07-14 00:00:00,-0.5491206434832363,-0.48011598
2014-07-14 01:00:00,-0.4613432632179046,-0.43831688
2014-07-14 02:00:00,-0.6149536786822352,-0.34693104
2014-07-14 03:00:00,-0.5930093336159022,-0.5337209
2014-07-14 04:00:00,-0.7575919216133993,-0.5542933
2014-07-14 05:00:00,-0.845369301878731,-0.67020714
2014-07-14 06:00:00,-0.867313646945064,-0.7396731
2014-07-14 07:00:00,-0.8343971293455645,-0.776221
2014-07-14 08:00:00,-0.8892579920113969,-0.76148456
2014-07-14 09:00:00,-0.8563414744118975,-0.82534844
2014-07-14 10:00:00,-0.9002301645445634,-0.7960565
2014-07-14 11:00:00,-0.8892579920113969,-0.8682575
2014-07-14 12:00:00,-0.867313646945064,-0.83802253
2014-07-14 13:00:00,-0.8563414744118975,-0.7706761
2014-07-14 14:00:00,-0.7795362666797322,-0.7612241
2014-07-14 15:00:00,-0.7027310589475669,-0.6739318
